CODE;LIBELLE;LIBELLE COMMERCIAL;LIBELLE ETENDU;EAN;PCB;UNITE PRIX;UNITE COMMANDE;TYPE;SITE PRODUCTION;VALIDITE;CATEGORIE
A0349;NUTELLA 3KG;;;;0000;;;ACH;;E;
A0350;PARMESAN GRANA 29% ZANETTI 4K;;;;0000;;;ACH;;E;
A0351;PARMESAN RAPE 28% BOITE 1 KG;;;;0000;;;ACH;;E;
A0352;TRIMOLINE SUCRE INVE 11K PATIS;;;;0000;;;ACH;;E;
A0353;CAFE GRAIN C&A LAVAZZA 1K CT6K;;;;0000;;;ACH;;E;
A0354;BARQUETTE 1/2GN (unité);;;;0000;;;ACH;;E;
A0355;BARQUETTE 1/4GN (unité);;;;0000;;;ACH;;E;
A0356;BOBINE FILM PET 12/PP 50 40*40;;;;0000;;;ACH;;E;
A0357;FILM THERMOSOUDEUSE (unité);;;;0000;;;ACH;;E;
A0358;PLATEAU BLANC 1/2 320*260*100;;;;0000;;;ACH;;E;
A0359;PLATEAU BLANC 1/4 260*160*95;;;;0000;;;ACH;;E;
A0360;RHUM CHARRETTE AMBRE 40° 70C;;;;0000;;;ACH;;E;
A0361;CALMAR CONG ANNEA SAC 2 5K IMP;;;;0000;;;ACH;;E;
A0362;CALMAR CONG ANNEA SAC450G VIET;;;;0000;;;ACH;;E;
A0363;CALMAR SUR FLT 200/300 VIET 5K;;;;0000;;;ACH;;E;
A0364;MIET ROUGAIL SAL SECH CHI CT10;;;;0000;;;ACH;;E;
A0365;PERROQ FLET SUR 130G VIET CT10;;;;0000;;;ACH;;E;
A0366;SAUMON CONG FLET 900G CHI CT10;;;;0000;;;ACH;;E;
A0367;SURIMI CONG BAT 20CM CHIN CT5K;;;;0000;;;ACH;;E;
A0368;THON ALBACOR SURG VIETN CT 20K;;;;0000;;;ACH;;E;
A0369;THON ALB LONG SAKU VIET CT 5K;;;;0000;;;ACH;;E;
A0370;THON ALBACOR CONG LONG MADA;;;;0000;;;ACH;;E;
A0371;THON ALBACOR FRAIS LONGE OI;;;;0000;;;ACH;;E;
A0372;DEXTROSE DE BLE EN SAC DE 25KG;;;;0000;;;ACH;;E;
A0373;POUDRE DE LAIT 0% SAC DE 25 KG;;;;0000;;;ACH;;E;
A0374;SIROP GLUCOSE DESHYDRA SAC 25K;;;;0000;;;ACH;;E;
A0375;STABLSANT CREMOD 30 GLACE 25K;;;;0000;;;ACH;;E;
A0376;STABLSANT CREMOD 24 SORBET 20K;;;;0000;;;ACH;;E;
A0377;PULPE SUCREE LETCHIS 75CL X6;;;;0000;;;ACH;;E;
A0378;PULPE SUCREE MANGUE POCHE;;;;0000;;;ACH;;E;
A0379;PULPE SUCREE PASSION BRIQ 1LX6;;;;0000;;;ACH;;E;
A0380;LONGE DE THON ALBACOR 1 2/2KG;;;;0000;;;ACH;;E;
A0381;GOUSSE VANILLE;;;;0000;;;ACH;;E;
A0382;GRAINE DE VANILLE (CAVIAR);;;;0000;;;ACH;;E;
A0383;POIVRE EN GRAINS;;;;0000;;;ACH;;E;
A0384;POUDRE DE VANILLE;;;;0000;;;ACH;;E;
A0385;CUMIN MOULU EXOTIC SACHET 500G;;;;0000;;;ACH;;E;
A0386;DAKATINE 5/1 (4 3KG);;;;0000;;;ACH;;E;
A0387;DAKATINE 850 GRS (4/4);;;;0000;;;ACH;;E;
A0388;EAU DE JAVEL 2L;;;;0000;;;ACH;;E;
A0389;HARICOT COCO 1KG;;;;0000;;;ACH;;E;
A0390;HARICOT ROUGE (MARBRE) 1KG;;;;0000;;;ACH;;E;
A0391;LENTILLE BLONDE 1KG;;;;0000;;;ACH;;E;
A0392;POIS DU CAP 1KG;;;;0000;;;ACH;;E;
A0393;POIVRE NOIR CONCASSE SACHET 1K;;;;0000;;;ACH;;E;
A0394;PUREE DE TOMATE EN BIB 3 KG;;;;0000;;;ACH;;E;
A0395;RIZ PARFUME LA JONQUE KG;;;;0000;;;ACH;;E;
A0396;SAUCE PIZZA MUTTI 5/1 4 1KG;;;;0000;;;ACH;;E;
A0397;SAUCE TOMATES POUR PATES 2 5KG;;;;0000;;;ACH;;E;
A0398;TOMAT CERIS PELE ENTI 3/1 2 5K;;;;0000;;;ACH;;E;
A0399;TOMAT PEL CONC MUTT POL 5/1 4K;;;;0000;;;ACH;;E;
A0400;POUDRE MANIOC BRAND X10KG;;;;0000;;;ACH;;E;
A0401;POUDRE MANIOC X20 KG HUNG;;;;0000;;;ACH;;E;
A0402;POUDRE POULET 2KG X 6;;;;0000;;;ACH;;E;
A0403;POUDRE POULET 900GR X 10;;;;0000;;;ACH;;E;
A0404;SAUCE CHAR SIU 2 55KG;;;;0000;;;ACH;;E;
A0405;SAUCE HOISIN 425G;;;;0000;;;ACH;;E;
A0406;SAUCE HUITRE 5.2KG;;;;0000;;;ACH;;E;
A0407;SAUCE HUITRE 6KG JADE BRIDGE;;;;0000;;;ACH;;E;
A0408;SAUCE HUITRE GOLDE/HEINZ 2 27K;;;;0000;;;ACH;;E;
A0409;SAUCE POISSON 750 GR;;;;0000;;;ACH;;E;
A0410;SAUCE POIVRE NOIR 1 9L HEINZ;;;;0000;;;ACH;;E;
A0411;SAUCE SOJA CHAMP 1 9 JABE BRIQ;;;;0000;;;ACH;;E;
A0412;SAUCE SOJA THIN SOY 2 27KG;;;;0000;;;ACH;;E;
A0413;BTS CARRE+CVL X1000 (T2000);;;;0000;;;ACH;;E;
A0414;PATE A SAMOUSSA;;;;0000;;;ACH;;E;
A0415;FARINE BLEU CLAI 5 STAGION 25K;;;;0000;;;ACH;;E;
A0416;FARINE (BLEUE) 5 STAGIONI 25 K;;;;0000;;;ACH;;E;
A0417;FARINE DE SOJA POUR PIZZA 10 K;;;;0000;;;ACH;;E;
A0418;FARINE INTEGRAL PETRA N9 12 5K;;;;0000;;;ACH;;E;
A0419;FARINE TIPO 0 PETRA 5063 12 5K;;;;0000;;;ACH;;E;
A0420;FARINE UNO SEMI INTEGRALE 25K;;;;0000;;;ACH;;E;
A0421;FARINE (VERTE) 5 STAGIONI 25 K;;;;0000;;;ACH;;E;
A0422;SAUPOUDRE POUR PATE PIZZA 10K;;;;0000;;;ACH;;E;
A0423;SEMOULE DE BLE DUR SAC DE 10K;;;;0000;;;ACH;;E;
A0424;SEMOULE DE BLE DUR SAC DE 25K;;;;0000;;;ACH;;E;
A0425;OIGNON VERT HACHE FRAIS;;;;0000;;;ACH;;E;
A0426;OIGNON VERT HACHEE SURG AU KG;;;;0000;;;ACH;;E;
A0427;CHAR SIU SAUCE COND 2KG X 6 CT;;;;0000;;;ACH;;E;
A0428;CHICKEN POWDER COND 2.20KX10CT;;;;0000;;;ACH;;E;
A0429;HOISIN SAUCE COND 2KG X6/CT;;;;0000;;;ACH;;E;
A0430;MARINADE POULET COND 2KGX6CT;;;;0000;;;ACH;;E;
A0431;RICE VINEGAR COND 620ML 1X12CT;;;;0000;;;ACH;;E;
A0432;SAUCE CLAIRE SOJA SUP 5L X4CT;;;;0000;;;ACH;;E;
A0433;SAUCE D'HUITRE COND 6KG X 4/CT;;;;0000;;;ACH;;E;
A0434;SAUCE SOJA CLAIRE COND 5L X2CT;;;;0000;;;ACH;;E;
A0435;SUSHI GINGER 1.5KG X 10BAGS/CT;;;;0000;;;ACH;;E;
A0436;SUSHI VINEGAR COND.20L;;;;0000;;;ACH;;E;
A0437;THE MENTHE;THE FRUIT ROUGE;;;0000;;;ACH;;E;
A0438;THE CITRON;THE CITRON;;;0000;;;ACH;;E;
A0439;THE PECHE MANGUE;THE MANGUE;;;0000;;;ACH;;E;
A0440;THE FRUIT ROUGE;THE FRUIT ROUGE;;;0000;;;ACH;;E;
A0441;PUREE GOYAVIER CONG 16KG;PUREE GOYAVIER CONG 16KG;;;0000;;;ACH;;E;
A0442;AROME VANILLE 1L;AROME VANILLE 1L;;;0000;;;ACH;;E;
A0443;STABLSANT HELBA C10 GLACE 1KG;STABLSANT HELBA C10 GLACE 1KG;;;0000;;;ACH;;D;
A0444;ARABICA LIQUIDE;CAFE SOLUBLE 200G;;;0000;;;ACH;;E;
A0445;PUREE GOYAVIER PASTEURISEE CON;PUREE GOYAVIER PASTEURISEE CON;;;0000;;;ACH;;E;
A0446;PULPE TANGOR CONGELEE;PULPE TANGOR CONGELEE;;;0000;;;ACH;;E;
A0447;TANGOR;TANGOR;;;0000;;;ACH;;E;
A0448;LYRA 50;LYRA 50;;;0000;;;ACH;;E;
A0449;MENTHE;MENTHE;;;0000;;;ACH;;E;
A045;OIGNON;OIGNON;;;0000;;;ACH;;D;
A0450;ORANGE;ORANGE;;;0000;;;ACH;;E;
A0451;PIMENT;PIMENT;;;0000;;;ACH;;E;
A0452;POIRE;POIRE;;;0000;;;ACH;;E;
A0453;POMME;POMME;;;0000;;;ACH;;E;
A0454;OIGNON VERT;OIGNON VERT;;;0000;;;ACH;;E;
A0455;OIGNON;OIGNON;;;0000;;;ACH;;E;
A0456;RAISINS SECS;RAISINS SECS;;;0000;;;ACH;;E;
RD0001;ASSAISONNEMENT POULET;ASSAISONNEMENT POULET;;;0000;Kg;Kg;VTE;01;E;
RD0002;ASSAISONNEMENT PORC;ASSAISONNEMENT PORC;;;0000;;;VTE;01;E;
RD0003;ASSAISONNEMENT BOEUF;ASSAISONNEMENT BOEUF;;;0000;;;VTE;01;E;
RD0004;SAUCE NOIRE;SAUCE NOIRE;;;0000;;;VTE;01;E;
RD0005;SAUCE DECATHLON;SAUCE DECATHLON;;;0000;;;VTE;01;E;
RD0006;ASSAISONNEMENT GRILLADES;ASSAISONNEMENT GRILLADES;;;0000;;;VTE;01;E;
RD0007;SAUCE POISSON;SAUCE POISSON;;;0000;;;VTE;01;E;
RD0008;SAUCE THAI;SAUCE THAI;;;0000;;;VTE;01;E;
RD0009;SAUCE SARCIVE;SAUCE SARCIVE;;;0000;;;VTE;01;E;
RD0010;SAUCE RIZ CANTONNAIS BLANC;SAUCE RIZ CANTONNAIS BLANC;;;0000;;;VTE;01;E;
RD0011;SAUCE MINES ET RIZ CANTONNAIS;SAUCE MINES ET RIZ CANTONNAIS;;;0000;;;VTE;01;E;
RD00116;SAUCE KATSU;SAUCE KATSU;;;0000;;;VTE;01;D;
RD0012;SAUCE YAKITORI;SAUCE YAKITORI;;;0000;;;VTE;01;E;
RD0013;SAUCE PANENG;SAUCE PANENG;;;0000;;;VTE;01;E;
RD0014;SAUCE CURRY VERT;SAUCE CURRY VERT;;;0000;;;VTE;01;E;
RD0015;SAUCE AIL THYM;SAUCE AIL THYM;;;0000;;;VTE;01;E;
RD0016;SAUCE KATSU;SAUCE KATSU;;;0000;;;VTE;01;E;
RD0017;SAUCE BOL RENVERSE;SAUCE BOL RENVERSE;;;0000;;;VTE;01;E;
RD0018;SAUCE BOEUF CARREFOUR;SAUCE BOEUF CARREFOUR;;;0000;;;VTE;01;E;
RD0019;SAUCE GROS PIMENT;SAUCE GROS PIMENT;;;0000;;;VTE;01;E;
RD0020;SAUCE GROS PIMENT PIZZA;SAUCE GROS PIMENT PIZZA;;;0000;;;VTE;01;E;
RD0021;ASSAISONNEMENT LEGUMES ROTIS;ASSAISONNEMENT LEGUMES ROTIS;;;0000;;;VTE;01;E;
RD0022;ASSAISONNEMENT LEGUMES SAUTES;ASSAISONNEMENT LEGUMES SAUTES;;;0000;;;VTE;01;E;
RD0023;KIR RIZ AUX OEUFS;KIR RIZ AUX OEUFS;;;0000;;;VTE;01;E;
RD0024;MELANGE POUR RIZ FRIT ET CANTO;MELANGE POUR RIZ FRIT ET CANTO;;;0000;;;VTE;01;E;
RD0025;EPICES BECHAMEL MAISON;EPICES BECHAMEL MAISON;;;0000;;;VTE;01;E;
RD0026;VINAIGRE DE RIZ A SUSHI;VINAIGRE DE RIZ A SUSHI;;;0000;;;VTE;01;E;
RD0027;VINAIGRETTE COLESLAW;VINAIGRETTE COLESLAW;;;0000;;;VTE;01;E;
RD0028;VINAIGRETTE JAPONAISE;VINAIGRETTE JAPONAISE;;;0000;;;VTE;01;E;
RD0029;VINAIGRETTE LAAB;VINAIGRETTE LAAB;;;0000;;;VTE;01;E;
RD0030;SAUCE PAD THAI - DLC A RENSEIG;SAUCE PAD THAI;;;0000;;;VTE;01;E;
RD0031;CREME FROMAGERE - DLC A RENSEI;CREME FROMAGERE;;;0000;;;VTE;01;E;
RD0032;PESEE BEIGNETS PDT MORUE;PESEE BEIGNETS PDT MORUE;;;0000;;;VTE;01;E;
RD0033;PESEE BEIGNETS CAROTTES;PESEE BEIGNETS CAROTTES;;;0000;;;VTE;01;E;
RD0034;PESEE POUR NEMS;PESEE POUR NEMS;;;0000;;;VTE;01;E;
RD0035;PESEE POUR FRIAND POULET;PESEE POUR FRIAND POULET;;;0000;;;VTE;01;E;
RD0036;PESEE POUR BEIGNET FAP ET SONG;PESEE POUR BEIGNET FAP ET SONG;;;0000;;;VTE;01;E;
RD0037;PESEE POUR ACCRAS POIS DU CAP;PESEE POUR ACCRAS POIS DU CAP;;;0000;;;VTE;01;E;
RD0038;PESEE NUGGETS CORDON ET STICKS;PESEE NUGGETS CORDON ET STICKS;;;0000;;;VTE;01;E;
RD0039;PESEE POUR BOUCHEE VAPEUR;PESEE POUR BOUCHEE VAPEUR;;;0000;;;VTE;01;E;
RD0040;PESEE POUR MANTI CREVETTE;PESEE POUR MANTI CREVETTE;;;0000;;;VTE;01;E;
S0001;PUREE GOYAVIER DECONGELEE;PUREE GOYAVIER DECONGELEE 16KG;;;0000;;;ACH;;E;
S0002;BASE NEUTRE GLACE;BASE NEUTRE GLACE;;;0000;;;ACH;;E;
S0003;BASE GLACE COCO;BASE GLACE COCO;;;0000;;;ACH;;E;
S0004;PUREE COCO DECONGELEE;PUREE COCO DECONGELEE;;;0000;;;ACH;;E;
S0005;PUREE GOYAVIER PASTEURISEE DEC;PUREE GOYAVIER PASTEURISEE DEC;;;0000;;;ACH;;E;
S0006;PULPE TANGOR DECONGELEE;PULPE TANGOR DECONGELEE;;;0000;;;ACH;;E;
S0007;TANGOR DECONTAMINE;TANGOR DECONTAMINE;;;0000;;;ACH;;E;
S0008;AVOCAT DECONTAMINE;AVOCAT DECONTAMINE;;;0000;;;ACH;;E;
S0009;AUBERGINE DECONTAMINEE;AUBERGINE DECONTAMINEE;;;0000;;;ACH;;E;
S0010;BETTERAVE DECONTAMINEE;BETTERAVE DECONTAMINEE;;;0000;;;ACH;;E;
S0011;BREDE DECONTAMINEE;BREDE DECONTAMINEE;;;0000;;;ACH;;E;
S0012;BUTTERNUT DECONTAMINE;BUTTERNUT DECONTAMINE;;;0000;;;ACH;;E;
S0013;CAROTTE DECONTAMINEE;CAROTTE DECONTAMINEE;;;0000;;;ACH;;E;
S0014;CHOU DECONTAMINE;CHOU DECONTAMINE;;;0000;;;ACH;;E;
S0015;CHOUCHOU DECONTAMINE;CHOUCHOU DECONTAMINE;;;0000;;;ACH;;E;
S0016;CITRON DECONTAMINE;CITRON DECONTAMINE;;;0000;;;ACH;;E;
S0017;CONCOMBRE DECONTAMINE;CONCOMBRE DECONTAMINE;;;0000;;;ACH;;E;
S0018;COURGETTE DECONTAMINEE;COURGETTE DECONTAMINEE;;;0000;;;ACH;;E;
S0019;GINGEMBRE DECONTAMINE;GINGEMBRE DECONTAMINE;;;0000;;;ACH;;E;
S0020;MENTHE DECONTAMINEE;MENTHE DECONTAMINE;;;0000;;;ACH;;E;
S0021;OIGNON VERT  DECONTAMINE;OIGNON VERT  DECONTAMINE;;;0000;;;ACH;;E;
S0022;OIGNON DECONTAMINE;OIGNON DECONTAMINE;;;0000;;;ACH;;E;
S0023;ORANGE DECONTAMINEE;ORANGE DECONTAMINEE;;;0000;;;ACH;;E;
S0024;PATATE DOUCE DECONTAMINEE;PATATE DOUCE DECONTAMINEE;;;0000;;;ACH;;E;
S0025;PERSIL DECONTAMINE;PERSIL DECONTAMINE;;;0000;;;ACH;;E;
S0026;PIMENT DECONTAMINE;PIMENT DECONTAMINE;;;0000;;;ACH;;E;
S0027;POIRE DECONTAMINEE;POIRE DECONTAMINEE;;;0000;;;ACH;;E;
S0028;POIVRON DECONTAMINE;POIVRON DECONTAMINE;;;0000;;;ACH;;E;
S0029;POMME DECONTAMINEE;POMME DECONTAMINEE;;;0000;;;ACH;;E;
S0030;SALADE DECONTAMINEE;SALADE DECONTAMINEE;;;0000;;;ACH;;E;
S0031;THYM DECONTAMINE;THYM DECONTAMINE;;;0000;;;ACH;;E;
S0032;TOMATE CERISE DECONTAMINE;TOMATE CERISE DECONTAMINE;;;0000;;;ACH;;E;
S0033;TOMATE DECONTAMINE;TOMATE DECONTAMINE;;;0000;;;ACH;;E;
S0034;MACERATION RHUM RAISINS CONGEL;MACERATION RHUM RAISINS;;;0000;;;ACH;;E;
S0035;FILET PERROQUET DECONGELE;FILET PEROOQUET DECONGELE;;;0000;;;ACH;;E;
S0036;FILET DE KANGOUROU DECONGELE;FILET DE KANGOUROU DECONGELE;;;0000;;;ACH;;E;
S0037;MAGRET DE CANARD DECONGELE;MAGRET DE CANARD DECONGELE;;;0000;;;ACH;;E;
S0038;ECHINE DE PORC DECONGELEE;ECHINE DE PORC DECONGELEE;;;0000;;;ACH;;E;
S0039;MACREUSE DE BOEUF DECONGELEE;ECHINE DE PORC DECONGELEE;;;0000;;;ACH;;E;
S0040;MANCHON POULET DECONGELE;MANCHON POULET DECONGELE;;;0000;;;ACH;;E;
S0041;THON BUFFET DECONGELE;THON BUFFET DECONGELE;;;0000;;;ACH;;E;
S0042;THYM DECONTAMINE CONGELE;THYM DECONTAMINE CONGELE;;;0000;;;ACH;;E;
S0043;THYM DECONTAMINE DECONGELE;THYM DECONTAMINE DECONGELE;;;0000;;;ACH;;E;
S0044;POULET CAESAR CUIT S/V;POULET CAESAR CUIT S/V;;;0000;;;ACH;;E;
S0045;POULET CAESAR CUIT S/V CONGELE;POULET CAESAR CUIT S/V CONGELE;;;0000;;;ACH;;E;
S0046;POULET CAESAR CUIT S/V DECONGE;POULET CAESAR CUIT S/V DECONGE;;;0000;;;ACH;;E;
S0047;SAUMON CRU A SUSHI DECONGELE;LONGE SAUMON SUSHI DECONGELEE;;;0000;;;ACH;;E;
S0048;SASHIMI SAUMON CRU DECONGELE;SASHIMI SAUMON DECONGELE;;;0000;;;ACH;;E;
S0049;CUBE SAUMON CRU DECONGELE;CUBE SAUMON CRU DECONGELE;;;0000;;;ACH;;E;
S0050;BARRE SAUMON MAKI CRU DECONGEL;BARRE SAUMON MAKI CRU DECONGEL;;;0000;;;ACH;;E;
S0051;THON CRU A SUSHI DECONGELE;THON CRU A SUSHI DECONGELE;;;0000;;;ACH;;E;
S0052;SASHIMI THON CRU DECONGELE;SASHIMI THON CRU DECONGELE;;;0000;;;ACH;;E;
S0053;CUBE THON CRU DECONGELE;CUBE THON CRU DECONGELE;;;0000;;;ACH;;E;
S0054;BARRE THON MAKI CRU DECONGEL;BARRE THON MAKI CRU DECONGEL;;;0000;;;ACH;;E;
S0055;THON CONGELE ANISAKIS 48H MIN;THON CONGELE ANISAKIS 48H MIN;;;0000;;;ACH;;E;
S0056;CREAMCHEESE DECONDITIONNE;CREAMCHEESE DECONDITIONNE;;;0000;;;ACH;;E;
S0057;GINGEMBRE CONFIT DECONDITIONNE;GINGEMBRE CONFIT DECONDITIONNE;;;0000;;;ACH;;E;
S0058;OIGNONS FRITS DECONDITIONNES;OIGNONS FRITS DECONDITIONNES;;;0000;;;ACH;;E;
S0059;SESAME DECONDITIONNE;SESAME DECONDITIONNE;;;0000;;;ACH;;E;
S0060;SURIMI SUSHI DECONGELE;SURIMI SUSHI DECONGELE;;;0000;;;ACH;;E;
S0061;MAYONNAISE EPICEE;MAYONNAISE EPICEE;;;0000;;;ACH;;E;
S0062;DAKATINE EPICEE;DAKATINE EPICEE;;;0000;;;ACH;;E;
S0063;RIZ VINAIGRE A SUSHI;RIZ VINAIGRE A SUSHI;;;0000;;;ACH;;E;
V0001;THE FRUIT ROUGE;THE FRUIT ROUGE;;;0000;L;L;VTE;01;E;THE
V0002;THE MENTHE;THE MENTHE;;3416510001548;0001;L;L;VTE;01;E;THE
V0003;THE PECHE MANGUE;THE MANGUE;;;0000;L;L;VTE;01;E;THE
V0004;THE CITRON;THE CITRON;;;0000;L;L;VTE;01;E;THE
V0005;JUS MANGUE PASSION;JUS MANGUE PASSION;;;0000;L;L;VTE;01;E;JUS
V0006;JUS GOYAVIER;JUS GOYAVIER;;;0000;L;L;VTE;01;E;JUS
V0007;SIROP DE CHANTILLY;SIROP DE CHANTILLY;;;0000;L;L;VTE;01;E;JUS
V0008;GLACE VANILLE BUFFET;GLACE VANILLE BUFFET;;;0000;L;L;VTE;01;E;GLS
V0009;GLACE CHOCOLAT BUFFET;GLACE CHOCOLAT BUFFET;;;0000;L;L;VTE;01;E;GLS
V0010;GLACE COCO BUFFET;GLACE COCO BUFFET;;;0000;L;L;VTE;01;E;GLS
V0011;GLACE CAFE BUFFET;GLACE CAFE BUFFET;;;0000;L;L;VTE;01;E;GLS
V0012;SORBET GOVAVIER  BUFFET;SORBET GOVAVIER  BUFFET;;;0000;L;L;VTE;01;E;GLS
V0013;SORBET TANGOR  BUFFET;SORBET TANGOR  BUFFET;;;0000;L;L;VTE;01;E;GLS
V0014;SORBET MANGUE  BUFFET;SORBET MANGUE  BUFFET;;;0000;L;L;VTE;01;E;GLS
V0015;GLACE FRAMBOISE 170G;GLACE FRAMBOISE 170G;;;0000;L;L;VTE;01;E;GLS
V0016;GLACE VANILLE 700 mL;GLACE VANILLE 170G;;;0000;L;L;VTE;01;E;GLS
V0017;GLACE CAFE 700 mL;GLACE CAFE 170G;;;0000;L;L;VTE;01;E;GLS
V0018;GLACE CHOCOLAT 700 mL;GLACE CHOCOLAT 170G;;;0000;L;L;VTE;01;E;GLS
V0019;GLACE RHUM RAISIN 700 mL;GLACE RHUM RAISIN 170G;;;0000;L;L;VTE;01;E;GLS
V0020;GLACE COCO 700 mL;GLACE COCO 170G;;;0000;L;L;VTE;01;E;GLS
V0021;SORBET MANGUE PASSION 700 mL;SORBET MANGUE PASSION 170G;;;0000;L;L;VTE;01;E;GLS
V0022;SORBET GOYAVIER 700 mL;SORBET GOYAVIER 700 mL;;;0000;L;L;VTE;01;E;GLS
V0023;POISSON ASSAISONNE (kg);POISSON ASSAISONNE (kg);;;0000;Kg;Kg;VTE;01;E;POA
V0024;FILET KANGOUROU GRILLADES (kg);FILET KANGOUROU GRILLADES (kg);;;0000;Kg;Kg;VTE;01;E;VIA
V0025;MAGRET CANARD GRILLADES (kg);MAGRET CANARD GRILLADES (kg);;;0000;Kg;Kg;VTE;01;E;VIA
V0026;POULET ASSAISONNE EMINCE (kg);POULET ASSAISONNE EMINCE (kg);;;0000;Kg;Kg;VTE;01;E;VIA
V0027;PORC ASSAISONNE EMINCE (kg);PORC ASSAISONNE EMINCE (kg);;;0000;Kg;Kg;VTE;01;E;VIA
V0028;BOEUF ASSAISONNE EMINCE (kg);BOEUF ASSAISONNE EMINCE (kg);;;0000;Kg;Kg;VTE;01;E;VIA
V0029;WINGS GRILLADES (kg);WINGS GRILLADES (kg);;;0000;Kg;Kg;VTE;01;E;VIA
V0030;THON GRILLADES (kg);THON GRILLADES (kg);;;0000;Kg;Kg;VTE;01;E;POA
V0031;POULET DECATHLON (kg);POULET DECATHLON (kg);;;0000;Kg;Kg;VTE;01;E;VIA
V0032;POULET GRILLADES (kg);POULET GRILLADES (kg);;;0000;Kg;Kg;VTE;01;E;VIA
V0033;POULET SARCIVES (kg);POULET SARCIVES (kg);;;0000;Kg;Kg;VTE;01;E;VIA
ZCAKE01;CAKE ORANGE;CAKE ORANGE;;;0000;P;P;VTE;02;E;
ZCAR01;CARRI POULET;CARRI POULET;;;0000;Kg;Kg;VTE;03;E;
ZSAL01;SALADE CRUDITE JAMB EMMENTAL;SALADE 01;;;0000;P;P;VTE;01;E;
ZSF0001;PATE SUCRE;PATE SUCRE;;;0000;;;VTE;;E;
ZSF0002;CREME PATISSIERE;CREME PATISSIERE;;;0000;;;VTE;;E;
ZSF0003;CONFIT DE FRAISE;CONFIT DE FRAISE;;;0000;;;VTE;;E;
ZSF0004;CREME DIPLOMATE;CREME DIPLOMATE;;;0000;;;VTE;;E;
ZSF0005;CREME AMANDE;CREME AMANDE;;;0000;;;VTE;;E;
ZTAR;TARTE FRAISE 1P;TARTE FRAISE 1P;;;0000;P;P;VTE;01;E;
ZTAR02;TARTE FRAISE 6P;TARTE FRAISE 6P;;;0000;P;P;VTE;01;E;
ZZARTVIF;Article VIFOpération prépa. VI;;;;0000;;;ACH;;D;
